Mun;Referen;N.Fijo ;D;Pal;Nlo;Nuc;Cvia;Descripción Vía               ;Npor;Es;Pl;Man;De;Superfic
069;8497334;6075492;G; ;001;001;6200;ATEGORRIETA,CALZADA VIEJA     ;097B;  ;-1;   ;G ;    45,53;
069;8497334;6075492;G; ;002;001;6200;ATEGORRIETA,CALZADA VIEJA     ;097B;  ;-1;   ;T ;    15,70;
069;8497334;6075492;G; ;003;001;6200;ATEGORRIETA,CALZADA VIEJA     ;097B;  ;-1;   ;V ;    11,45;
069;8497334;6075492;G;P;004;001;6200;ATEGORRIETA,CALZADA VIEJA     ;097B;  ;00;   ;V ;    66,93;
069;8497334;6075492;G; ;005;001;6200;ATEGORRIETA,CALZADA VIEJA     ;097B;  ;01;   ;V ;    68,60;
069;8497334;6075492;G; ;006;001;6200;ATEGORRIETA,CALZADA VIEJA     ;097B;  ;BC;   ;V ;    45,38;
069;8497334;6075492;G; ;007;001;6200;ATEGORRIETA,CALZADA VIEJA     ;097B;  ;BC;   ;Z ;    24,00;
069;8497334;6075493;X; ;001;001;6200;ATEGORRIETA,CALZADA VIEJA     ;097C;  ;-1;   ;G ;    45,53;
069;8497334;6075493;X; ;002;001;6200;ATEGORRIETA,CALZADA VIEJA     ;097C;  ;-1;   ;T ;    15,70;
069;8497334;6075493;X; ;003;001;6200;ATEGORRIETA,CALZADA VIEJA     ;097C;  ;-1;   ;V ;    11,45;
069;8497334;6075493;X;P;004;001;6200;ATEGORRIETA,CALZADA VIEJA     ;097C;  ;00;   ;V ;    66,93;
069;8497334;6075493;X; ;005;001;6200;ATEGORRIETA,CALZADA VIEJA     ;097C;  ;01;   ;V ;    68,60;
069;8497334;6075493;X; ;006;001;6200;ATEGORRIETA,CALZADA VIEJA     ;097C;  ;BC;   ;V ;    45,38;
069;8497334;6075493;X; ;007;001;6200;ATEGORRIETA,CALZADA VIEJA     ;097C;  ;BC;   ;Z ;    24,00;
069;8497334;6075494;W; ;001;001;6200;ATEGORRIETA,CALZADA VIEJA     ;097D;  ;-1;   ;G ;    45,53;
069;8497334;6075494;W; ;002;001;6200;ATEGORRIETA,CALZADA VIEJA     ;097D;  ;-1;   ;T ;    15,70;
069;8497334;6075494;W; ;003;001;6200;ATEGORRIETA,CALZADA VIEJA     ;097D;  ;-1;   ;V ;    11,45;
069;8497334;6075494;W;P;004;001;6200;ATEGORRIETA,CALZADA VIEJA     ;097D;  ;00;   ;V ;    66,93;
069;8497334;6075494;W; ;005;001;6200;ATEGORRIETA,CALZADA VIEJA     ;097D;  ;01;   ;V ;    68,60;
069;8497334;6075494;W; ;006;001;6200;ATEGORRIETA,CALZADA VIEJA     ;097D;  ;BC;   ;V ;    45,38;
069;8497334;6075494;W; ;007;001;6200;ATEGORRIETA,CALZADA VIEJA     ;097D;  ;BC;   ;Z ;    24,00;
069;8497335;6069626;U;P;001;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;001 ;  ;01;A  ;V ;    76,71;
069;8497335;6069626;U; ;002;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;001 ;  ;-1;059;G ;    85,45;
069;8497335;6069627;F;P;001;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;001 ;  ;01;B  ;V ;    83,53;
069;8497335;6069627;F; ;002;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;001 ;  ;-1;063;G ;    14,85;
069;8497335;6069628;N;P;001;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;001 ;  ;02;A  ;V ;    79,11;
069;8497335;6069628;N; ;002;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;001 ;  ;-1;009;G ;    19,55;
069;8497335;6069629;V;P;001;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;001 ;  ;02;B  ;V ;    82,53;
069;8497335;6069629;V; ;002;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;001 ;  ;-1;006;G ;    16,30;
069;8497335;6069630;T;P;001;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;001 ;  ;03;A  ;V ;    79,11;
069;8497335;6069630;T; ;002;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;001 ;  ;-1;010;G ;    19,00;
069;8497335;6069631;E;P;001;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;001 ;  ;03;B  ;V ;    82,53;
069;8497335;6069631;E; ;002;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;001 ;  ;-1;004;G ;    22,35;
069;8497335;6069632;M;P;001;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;001 ;  ;04;A  ;V ;    69,11;
069;8497335;6069634;F;P;001;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;001 ;  ;04;B  ;V ;    82,53;
069;8497335;6069634;F; ;002;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;001 ;  ;-1;002;G ;    18,20;
069;8497335;6069635;N;P;001;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;001 ;  ;05;A  ;V ;    42,47;
069;8497335;6069635;N; ;002;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;001 ;  ;-1;056;G ;    18,40;
069;8497335;6069635;N; ;003;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;001 ;  ;05;A  ;Z ;    32,95;
069;8497335;6069637;G;P;001;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;002 ;  ;01;A  ;V ;    83,53;
069;8497335;6069637;G; ;002;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;002 ;  ;-1;054;G ;    15,80;
069;8497335;6069638;X;P;001;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;002 ;  ;01;B  ;V ;    74,50;
069;8497335;6069638;X; ;002;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;002 ;  ;-1;078;G ;    14,90;
069;8497335;6069641;F;P;001;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;002 ;  ;02;A  ;V ;    82,53;
069;8497335;6069641;F; ;002;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;002 ;  ;-1;046;G ;    20,05;
069;8497335;6069643;V;P;001;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;002 ;  ;02;B  ;V ;    91,61;
069;8497335;6069643;V; ;002;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;002 ;  ;-1;057;G ;    16,30;
069;8497335;6069645;X;P;001;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;002 ;  ;03;A  ;V ;    82,53;
069;8497335;6069645;X; ;002;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;002 ;  ;-1;060;G ;    15,80;
069;8497335;6069663;A;P;001;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;002 ;  ;03;B  ;V ;    91,61;
069;8497335;6069663;A; ;002;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;002 ;  ;-1;064;G ;    14,90;
069;8497335;6069664;Y;P;001;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;002 ;  ;04;A  ;V ;    82,53;
069;8497335;6069664;Y; ;002;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;002 ;  ;-1;007;G ;    16,30;
069;8497335;6069665;Q;P;001;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;002 ;  ;04;B  ;V ;    91,61;
069;8497335;6069665;Q; ;002;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;002 ;  ;-1;052;G ;    16,30;
069;8497335;6069666;B;P;001;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;002 ;  ;05;A  ;V ;    65,56;
069;8497335;6069666;B; ;002;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;002 ;  ;-1;053;G ;    18,40;
069;8497335;6069666;B; ;003;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;002 ;  ;-1;002;T ;     7,85;
069;8497335;6069666;B; ;004;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;002 ;  ;05;A  ;Z ;    14,75;
069;8497335;6069668;R;P;001;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;002 ;  ;05;B  ;V ;    64,79;
069;8497335;6069668;R; ;002;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;002 ;  ;-1;011;G ;    19,00;
069;8497335;6069668;R; ;003;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;002 ;  ;05;B  ;Z ;    17,70;
069;8497335;6069670;A;P;001;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;003 ;  ;01;A  ;V ;   110,15;
069;8497335;6069670;A; ;002;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;003 ;  ;-1;055;G ;    15,80;
069;8497335;6069672;Q;P;001;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;003 ;  ;01;B  ;V ;    83,39;
069;8497335;6069672;Q; ;002;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;003 ;  ;-1;058;G ;    15,50;
069;8497335;6069674;J;P;001;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;003 ;  ;02;B  ;V ;    82,39;
069;8497335;6069674;J; ;002;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;003 ;  ;-1;005;G ;    20,55;
069;8497335;6069675;R;P;001;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;003 ;  ;03;A  ;V ;    92,22;
069;8497335;6069675;R; ;002;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;003 ;  ;-1;012;G ;    29,70;
069;8497335;6069676;C;P;001;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;003 ;  ;03;B  ;V ;    82,39;
069;8497335;6069676;C; ;002;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;003 ;  ;-1;014;G ;    37,20;
069;8497335;6069677;K;P;001;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;003 ;  ;04;A  ;V ;    92,22;
069;8497335;6069677;K; ;002;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;003 ;  ;-1;019;G ;    25,80;
069;8497335;6069678;S;P;001;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;003 ;  ;04;B  ;V ;    81,46;
069;8497335;6069678;S; ;002;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;003 ;  ;-1;047;G ;    15,75;
069;8497335;6069679;D;P;001;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;003 ;  ;05;A  ;V ;    63,12;
069;8497335;6069679;D; ;002;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;003 ;  ;-1;018;G ;    20,95;
069;8497335;6069679;D; ;003;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;003 ;  ;05;A  ;Z ;    39,30;
069;8497335;6069680;B;P;001;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;003 ;  ;05;B  ;V ;    63,50;
069;8497335;6069680;B; ;002;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;003 ;  ;-1;022;G ;    40,75;
069;8497335;6069680;B; ;003;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;003 ;  ;-1;073;G ;    14,50;
069;8497335;6069680;B; ;004;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;003 ;  ;05;B  ;Z ;    14,45;
069;8497335;6069681;J;P;001;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;003 ;  ;00;005;C ;   111,50;
069;8497335;6069682;R;P;001;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;006 ;  ;-1;040;P ;    18,60;
069;8497335;6069682;R; ;002;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;006 ;  ;-1;012;T ;     3,25;
069;8497335;6069683;C;P;001;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;005 ;  ;-1;041;P ;    11,90;
069;8497335;6069683;C; ;002;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;005 ;  ;-1;013;T ;     3,55;
069;8497335;6069684;K;P;001;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;004 ;  ;-1;048;P ;    14,50;
069;8497335;6069685;S;P;001;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;001 ;  ;-1;065;G ;    14,90;
069;8497335;6069686;D;P;001;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;002 ;  ;-1;068;G ;    14,90;
069;8497335;6069687;L;P;001;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;004 ;  ;-1;071;G ;    14,90;
069;8497335;6069688;T;P;001;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;004 ;  ;-1;072;G ;    14,90;
069;8497335;6069689;E;P;001;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;001 ;  ;-1;074;G ;    14,90;
069;8497335;6069690;C;P;001;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;002 ;  ;00;003;C ;    95,90;
069;8497335;6069691;K;P;001;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;002 ;  ;00;004;C ;   102,77;
069;8497335;6069692;S;P;001;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;001 ;  ;00;001;C ;    89,40;
069;8497335;6069693;D;P;001;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;001 ;  ;00;002;C ;    81,00;
069;8497335;6069695;T;P;001;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;004 ;  ;00;A  ;V ;    66,00;
069;8497335;6069695;T; ;002;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;004 ;  ;-1;076;G ;    14,90;
069;8497335;6069695;T; ;003;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;004 ;  ;00;A  ;Z ;    23,25;
069;8497335;6069706;D;P;001;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;004 ;  ;00;B  ;V ;    79,17;
069;8497335;6069706;D; ;002;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;004 ;  ;-1;069;G ;    18,25;
069;8497335;6069706;D; ;003;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;004 ;  ;00;B  ;Z ;    23,80;
069;8497335;6069706;D; ;004;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;004 ;  ;00;B  ;Z ;    34,05;
069;8497335;6069707;L;P;001;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;004 ;  ;01;A  ;V ;    82,39;
069;8497335;6069707;L; ;002;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;004 ;  ;-1;049;G ;    15,45;
069;8497335;6069708;T;P;001;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;004 ;  ;01;B  ;V ;    82,53;
069;8497335;6069708;T; ;002;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;004 ;  ;-1;008;G ;    16,00;
069;8497335;6069709;E;P;001;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;004 ;  ;02;A  ;V ;    82,39;
069;8497335;6069709;E; ;002;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;004 ;  ;-1;045;G ;    15,80;
069;8497335;6069710;C;P;001;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;004 ;  ;02;B  ;V ;    82,53;
069;8497335;6069710;C; ;002;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;004 ;  ;-1;001;G ;    17,80;
069;8497335;6069736;G;P;001;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;004 ;  ;03;B  ;V ;    82,53;
069;8497335;6069736;G; ;002;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;004 ;  ;-1;017;G ;    31,30;
069;8497335;6069736;G; ;003;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;004 ;  ;-1;066;G ;    14,90;
069;8497335;6069736;G; ;004;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;004 ;  ;-1;008;T ;     8,25;
069;8497335;6069737;X;P;001;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;004 ;  ;04;A  ;V ;    65,50;
069;8497335;6069737;X; ;002;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;004 ;  ;-1;016;G ;    27,30;
069;8497335;6069737;X; ;003;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;004 ;  ;04;A  ;Z ;    14,75;
069;8497335;6069739;H;P;001;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;004 ;  ;04;B  ;V ;    65,56;
069;8497335;6069740;F;P;001;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;005 ;  ;00;A  ;V ;    79,17;
069;8497335;6069740;F; ;002;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;005 ;  ;-1;023;G ;    25,80;
069;8497335;6069740;F; ;003;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;005 ;  ;-1;006;T ;     4,32;
069;8497335;6069740;F; ;004;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;005 ;  ;00;A  ;Z ;    23,80;
069;8497335;6069740;F; ;005;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;005 ;  ;00;A  ;Z ;    33,25;
069;8497335;6069742;V;P;001;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;005 ;  ;00;B  ;V ;    66,09;
069;8497335;6069742;V; ;002;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;005 ;  ;-1;050;G ;    15,55;
069;8497335;6069742;V; ;003;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;005 ;  ;00;B  ;Z ;    23,80;
069;8497335;6069742;V; ;004;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;005 ;  ;00;B  ;Z ;     3,45;
069;8497335;6069754;P;P;001;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;005 ;  ;01;A  ;V ;    82,53;
069;8497335;6069754;P; ;002;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;005 ;  ;-1;081;G ;    19,40;
069;8497335;6069755;A;P;001;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;005 ;  ;01;B  ;V ;    82,53;
069;8497335;6069755;A; ;002;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;005 ;  ;-1;026;G ;    22,85;
069;8497335;6069756;Y;P;001;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;005 ;  ;02;A  ;V ;    82,53;
069;8497335;6069756;Y; ;002;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;005 ;  ;-1;003;G ;    18,25;
069;8497335;6069757;Q;P;001;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;005 ;  ;02;B  ;V ;    82,53;
069;8497335;6069757;Q; ;002;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;005 ;  ;-1;042;G ;    15,75;
069;8497335;6069758;B;P;001;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;005 ;  ;03;A  ;V ;    82,53;
069;8497335;6069758;B; ;002;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;005 ;  ;-1;021;G ;    28,25;
069;8497335;6069789;M;P;001;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;005 ;  ;03;B  ;V ;    82,53;
069;8497335;6069789;M; ;002;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;005 ;  ;-1;044;G ;    15,80;
069;8497335;6069790;K;P;001;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;005 ;  ;04;A  ;V ;    65,56;
069;8497335;6069790;K; ;002;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;005 ;  ;-1;024;G ;    25,80;
069;8497335;6069790;K; ;003;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;005 ;  ;04;A  ;Z ;    14,75;
069;8497335;6069791;S;P;001;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;005 ;  ;04;B  ;V ;    65,56;
069;8497335;6069791;S; ;002;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;005 ;  ;-1;034;G ;    29,10;
069;8497335;6069791;S; ;003;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;005 ;  ;-1;010;T ;     5,25;
069;8497335;6069791;S; ;004;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;005 ;  ;04;B  ;Z ;    14,75;
069;8497335;6069792;D;P;001;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;006 ;  ;00;A  ;V ;    91,34;
069;8497335;6069792;D; ;002;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;006 ;  ;-1;079;G ;    14,90;
069;8497335;6069792;D; ;003;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;006 ;  ;00;A  ;Z ;    71,95;
069;8497335;6069793;L;P;001;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;006 ;  ;00;B  ;V ;    66,09;
069;8497335;6069793;L; ;002;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;006 ;  ;-1;030;G ;    25,00;
069;8497335;6069793;L; ;003;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;006 ;  ;00;B  ;Z ;    23,80;
069;8497335;6069793;L; ;004;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;006 ;  ;00;B  ;Z ;    14,65;
069;8497335;6069794;T;P;001;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;006 ;  ;01;A  ;V ;    97,92;
069;8497335;6069794;T; ;002;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;006 ;  ;-1;025;G ;    24,55;
069;8497335;6069794;T; ;003;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;006 ;  ;-1;004;T ;     4,35;
069;8497335;6069795;E;P;001;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;006 ;  ;01;B  ;V ;    83,32;
069;8497335;6069795;E; ;002;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;006 ;  ;-1;080;G ;    14,90;
069;8497335;6069796;M;P;001;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;006 ;  ;02;A  ;V ;    97,92;
069;8497335;6069796;M; ;002;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;006 ;  ;-1;027;G ;    31,20;
069;8497335;6069796;M; ;003;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;006 ;  ;-1;011;T ;     8,65;
069;8497335;6069797;U;P;001;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;006 ;  ;02;B  ;V ;    83,32;
069;8497335;6069797;U; ;002;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;006 ;  ;-1;038;G ;    16,30;
069;8497335;6069798;F;P;001;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;006 ;  ;03;A  ;V ;    97,92;
069;8497335;6069798;F; ;002;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;006 ;  ;-1;029;G ;    28,40;
069;8497335;6069798;F; ;003;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;006 ;  ;-1;007;T ;     6,60;
069;8497335;6069799;N;P;001;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;006 ;  ;03;B  ;V ;    83,32;
069;8497335;6069799;N; ;002;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;006 ;  ;-1;061;G ;    15,35;
069;8497335;6069800;J;P;001;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;006 ;  ;04;A  ;V ;    62,12;
069;8497335;6069800;J; ;002;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;006 ;  ;-1;028;G ;    28,40;
069;8497335;6069801;R;P;001;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;006 ;  ;04;B  ;V ;    65,56;
069;8497335;6069801;R; ;002;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;006 ;  ;-1;031;G ;    30,40;
069;8497335;6069801;R; ;003;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;006 ;  ;04;B  ;Z ;    14,75;
069;8497335;6069802;C;P;001;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;007 ;  ;00;A  ;V ;    66,09;
069;8497335;6069802;C; ;002;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;007 ;  ;-1;043;G ;    20,05;
069;8497335;6069802;C; ;003;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;007 ;  ;00;A  ;Z ;    23,80;
069;8497335;6069802;C; ;004;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;007 ;  ;00;A  ;Z ;    15,90;
069;8497335;6069803;K;P;001;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;007 ;  ;00;B  ;V ;    66,73;
069;8497335;6069803;K; ;002;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;007 ;  ;-1;035;P ;    17,35;
069;8497335;6069803;K; ;003;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;007 ;  ;00;B  ;Z ;   196,30;
069;8497335;6069804;S;P;001;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;007 ;  ;01;A  ;V ;    82,53;
069;8497335;6069804;S; ;002;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;007 ;  ;-1;077;G ;    14,90;
069;8497335;6069805;D;P;001;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;007 ;  ;01;B  ;V ;    73,02;
069;8497335;6069805;D; ;002;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;007 ;  ;-1;037;G ;    18,40;
069;8497335;6069806;L;P;001;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;007 ;  ;02;A  ;V ;    82,53;
069;8497335;6069806;L; ;002;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;007 ;  ;-1;036;G ;    16,25;
069;8497335;6069807;T;P;001;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;007 ;  ;02;B  ;V ;    73,02;
069;8497335;6069807;T; ;002;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;007 ;  ;-1;051;G ;    29,45;
069;8497335;6069808;E;P;001;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;007 ;  ;03;A  ;V ;    82,53;
069;8497335;6069808;E; ;002;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;007 ;  ;-1;032;G ;    24,45;
069;8497335;6069809;M;P;001;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;007 ;  ;03;B  ;V ;    73,02;
069;8497335;6069809;M; ;002;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;007 ;  ;-1;039;G ;    16,35;
069;8497335;6069810;K;P;001;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;007 ;  ;04;A  ;V ;    65,56;
069;8497335;6069810;K; ;002;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;007 ;  ;-1;033;G ;    26,70;
069;8497335;6069810;K; ;003;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;007 ;  ;-1;009;T ;     5,00;
069;8497335;6069811;S;P;001;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;007 ;  ;04;B  ;V ;    38,27;
069;8497335;6069811;S; ;002;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;007 ;  ;-1;015;G ;    24,40;
069;8497335;6069812;D;P;001;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;004 ;  ;-1;070;G ;    24,15;
069;8497335;6098870;Q;P;001;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;004 ;  ;-1;067;G ;    14,90;
069;8497335;6098871;B;P;001;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;004 ;  ;03;A  ;V ;    82,39;
069;8497335;6098871;B; ;002;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;004 ;  ;-1;020;G ;    25,80;
069;8497335;6098871;B; ;003;002;2135;IÑAKI ALDABALDE, PLAZA DE     ;004 ;  ;-1;005;T ;     4,30;
069;8497335;6116626;B;P;001;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;003 ;  ;-1;062;G ;    42,00;
069;8497335;6116627;J;P;001;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;003 ;  ;02;A  ;V ;    92,22;
069;8497335;6173572;L;P;001;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;001 ;  ;-1;013;G ;    47,70;
069;8497335;6173573;T;P;001;001;2135;IÑAKI ALDABALDE, PLAZA DE     ;001 ;  ;-1;003;T ;     6,40;
